"MON199505020","NYN",1,0,0,3,1,"BBBCB",0,0,"oterr001","R","oterr001","R","fassj001","L","fassj001","L","laket001","andrs001","lansm001","berrs001","cordw001","whitr001","kellb002","aloum001","","","","W","T","F",8,1,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"MON199505020","NYN",1,0,0,0,0,"111",0,0,"vizcj001","R","vizcj001","R","fassj001","L","fassj001","L","laket001","andrs001","lansm001","berrs001","cordw001","whitr001","kellb002","aloum001","oterr001","","","PO1(E3).1-2","F","F",6,2,8,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",1,3,"D",0,"N",0,"N",0,2,0,0,"","E3","","","F","F","F","F","F","F","T","F","F","fassj001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"MON199505020","NYN",1,0,0,0,0,"111.X",0,0,"vizcj001","R","vizcj001","R","fassj001","L","fassj001","L","laket001","andrs001","lansm001","berrs001","cordw001","whitr001","kellb002","aloum001","","oterr001","","13/SH/BG15.2-3","F","F",6,2,2,"T","F",0,"T","F",1,"F","F",0,"F","F",1,"G","T","F","15",0,0,"N",0,"N",0,"N",0,0,3,0,"13","","","","F","F","F","F","F","F","F","F","F","","fassj001","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,3
"MON199505020","NYN",1,0,1,3,1,"SBBBX",0,0,"kentj001","R","kentj001","R","fassj001","L","fassj001","L","laket001","andrs001","lansm001","berrs001","cordw001","whitr001","kellb002","aloum001","","","oterr001","53/G56S.3-H","F","F",4,3,2,"T","T",0,"F","F",1,"F","F",1,"F","F",5,"G","F","F","56S",0,0,"N",0,"N",0,"N",0,0,0,4,"53","","","","F","F","F","F","F","F","F","F","F","","","fassj001","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,4
"MON199505020","NYN",1,0,2,0,0,"X",1,0,"bonib001","R","bonib001","R","fassj001","L","fassj001","L","laket001","andrs001","lansm001","berrs001","cordw001","whitr001","kellb002","aloum001","","","","S9/L9","F","F",3,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"L","F","F","9",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"MON199505020","NYN",1,0,2,0,2,"SSFS",1,0,"everc001","R","everc001","R","fassj001","L","fassj001","L","laket001","andrs001","lansm001","berrs001","cordw001","whitr001","kellb002","aloum001","bonib001","","","K","F","F",9,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"2","","","","F","F","F","F","F","F","F","F","F","fassj001","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,6
"MON199505020","NYN",1,1,0,1,0,"BX",1,0,"whitr001","R","whitr001","R","jacoj001","L","jacoj001","L","hundt001","bonib001","kentj001","alfoe001","vizcj001","segud001","oterr001","everc001","","","","53/G5S","T","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","5S",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,7
"MON199505020","NYN",1,1,1,1,0,"BX",1,0,"cordw001","R","cordw001","R","jacoj001","L","jacoj001","L","hundt001","bonib001","kentj001","alfoe001","vizcj001","segud001","oterr001","everc001","","","","3/G34","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","34",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,8
"MON199505020","NYN",1,1,2,1,2,"CFBFFX",1,0,"kellb002","R","kellb002","R","jacoj001","L","jacoj001","L","hundt001","bonib001","kentj001","alfoe001","vizcj001","segud001","oterr001","everc001","","","","S7/L7S","F","F",8,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"L","F","F","7S",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"MON199505020","NYN",1,1,2,2,1,"BBFX",1,0,"aloum001","R","aloum001","R","jacoj001","L","jacoj001","L","hundt001","bonib001","kentj001","alfoe001","vizcj001","segud001","oterr001","everc001","kellb002","","","7/F7DW","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","7DW",0,0,"N",0,"N",0,"N",0,1,0,0,"7","","","","F","F","F","F","F","F","F","F","F","jacoj001","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,10
