"KC1195604200","CHA",1,0,0,0,0,"",0,0,"rivej101","L","rivej101","L","kretl101","R","kretl101","R","ginsj101","powev101","jacos101","finij101","demaj101","zerng101","simph101","slaue101","","","","K","T","F",9,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,1
"KC1195604200","CHA",1,0,1,0,0,"",0,0,"fox-n101","L","fox-n101","L","kretl101","R","kretl101","R","ginsj101","powev101","jacos101","finij101","demaj101","zerng101","simph101","slaue101","","","","43","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,2
"KC1195604200","CHA",1,0,2,0,0,"",0,0,"minom101","R","minom101","R","kretl101","R","kretl101","R","ginsj101","powev101","jacos101","finij101","demaj101","zerng101","simph101","slaue101","","","","D7","F","F",7,3,21,"T","T",2,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"KC1195604200","CHA",1,0,2,0,0,"",0,0,"dobyl101","L","dobyl101","L","kretl101","R","kretl101","R","ginsj101","powev101","jacos101","finij101","demaj101","zerng101","simph101","slaue101","","minom101","","S8.2-H","F","F",8,4,20,"T","T",1,"F","F",0,"F","F",1,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,4,0,"","","","","F","F","F","F","F","F","F","F","F","","kretl101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"KC1195604200","CHA",1,0,2,0,0,"",1,0,"lolls101","R","lolls101","R","kretl101","R","kretl101","R","ginsj101","powev101","jacos101","finij101","demaj101","zerng101","simph101","slaue101","dobyl101","","","S9.1-2","F","F",2,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","kretl101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"KC1195604200","CHA",1,0,2,0,0,"",1,0,"kennb104","R","kennb104","R","kretl101","R","kretl101","R","ginsj101","powev101","jacos101","finij101","demaj101","zerng101","simph101","slaue101","lolls101","dobyl101","","4","F","F",5,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,0,"4","","","","F","F","F","F","F","F","F","F","F","kretl101","kretl101","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,6
"KC1195604200","CHA",1,1,0,0,0,"",1,0,"powev101","R","powev101","R","donod101","R","donod101","R","lolls101","dropw101","fox-n101","kennb104","aparl101","minom101","dobyl101","rivej101","","","","9","T","F",3,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,7
"KC1195604200","CHA",1,1,1,0,0,"",1,0,"jacos101","R","jacos101","R","donod101","R","donod101","R","lolls101","dropw101","fox-n101","kennb104","aparl101","minom101","dobyl101","rivej101","","","","13","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,8
"KC1195604200","CHA",1,1,2,0,0,"",1,0,"slaue101","L","slaue101","L","donod101","R","donod101","R","lolls101","dropw101","fox-n101","kennb104","aparl101","minom101","dobyl101","rivej101","","","","W","F","F",9,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"KC1195604200","CHA",1,1,2,0,0,"",1,0,"simph101","L","simph101","L","donod101","R","donod101","R","lolls101","dropw101","fox-n101","kennb104","aparl101","minom101","dobyl101","rivej101","slaue101","","","S7.1-3","F","F",8,4,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","donod101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
