"CIN198804040","SLN",1,0,0,0,0,"X",0,0,"colev001","L","colev001","L","sotom001","R","sotom001","R","diazb001","esasn001","concd001","saboc001","larkb001","danik001","davie001","jonet001","","","","43/G","T","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,1
"CIN198804040","SLN",1,0,1,2,2,"BCFBX",0,0,"smito001","L","smito001","L","sotom001","R","sotom001","R","diazb001","esasn001","concd001","saboc001","larkb001","danik001","davie001","jonet001","","","","8/F","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,2
"CIN198804040","SLN",1,0,2,2,2,"CBBFFX",0,0,"herrt001","L","herrt001","L","sotom001","R","sotom001","R","diazb001","esasn001","concd001","saboc001","larkb001","danik001","davie001","jonet001","","","","43/G","F","F",4,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,3
"CIN198804040","SLN",1,1,0,2,1,"CBBX",0,0,"larkb001","R","larkb001","R","magrj001","L","magrj001","L","penat001","hornb001","herrt001","pendt001","smito001","colev001","mcgew001","lindj001","","","","S9/L","T","F",6,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"L","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"CIN198804040","SLN",1,1,0,0,2,"CFX",0,0,"concd001","R","concd001","R","magrj001","L","magrj001","L","penat001","hornb001","herrt001","pendt001","smito001","colev001","mcgew001","lindj001","larkb001","","","S8/L.1-2","F","F",4,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","magrj001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"CIN198804040","SLN",1,1,0,1,0,"BX",0,0,"danik001","L","danik001","L","magrj001","L","magrj001","L","penat001","hornb001","herrt001","pendt001","smito001","colev001","mcgew001","lindj001","concd001","larkb001","","64(1)3/GDP.2-3","F","F",7,3,2,"T","T",0,"F","F",2,"T","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"43","64","","","F","F","F","F","F","F","F","F","F","magrj001","magrj001","","F","F","F","F","F","","","","",0,4,3,0,6,4,0,0,0,6
"CIN198804040","SLN",1,1,2,1,2,"FBFFX",0,0,"davie001","R","davie001","R","magrj001","L","magrj001","L","penat001","hornb001","herrt001","pendt001","smito001","colev001","mcgew001","lindj001","","","larkb001","8/F","F","F",8,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"8","","","","F","F","F","F","F","F","F","F","F","","","magrj001","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,7
"CIN198804040","SLN",2,0,0,1,0,"BX",0,0,"hornb001","R","hornb001","R","sotom001","R","sotom001","R","diazb001","esasn001","concd001","saboc001","larkb001","danik001","davie001","jonet001","","","","63/G","T","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,8
"CIN198804040","SLN",2,0,1,1,1,"FBX",0,0,"mcgew001","L","mcgew001","L","sotom001","R","sotom001","R","diazb001","esasn001","concd001","saboc001","larkb001","danik001","davie001","jonet001","","","","S9/L","F","F",8,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"L","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"CIN198804040","SLN",2,0,1,0,0,"1",0,0,"pendt001","L","pendt001","L","sotom001","R","sotom001","R","diazb001","esasn001","concd001","saboc001","larkb001","danik001","davie001","jonet001","mcgew001","","","PO1(E1).1-2","F","F",5,6,8,"F","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",1,1,"T",0,"N",0,"N",0,2,0,0,"","E1","","","F","F","F","F","F","F","T","F","F","sotom001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
