"CHN197204150","PHI",1,0,0,0,0,"",0,0,"bowal001","L","bowal001","L","jenkf101","R","jenkf101","R","hundr101","pepij101","beckg101","santr102","kessd101","willb104","mondr001","cardj101","","","","13","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,1
"CHN197204150","PHI",1,0,1,0,0,"",0,0,"mccat101","L","mccat101","L","jenkf101","R","jenkf101","R","hundr101","pepij101","beckg101","santr102","kessd101","willb104","mondr001","cardj101","","","","7","F","F",2,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,2
"CHN197204150","PHI",1,0,2,0,0,"",0,0,"montw101","L","montw101","L","jenkf101","R","jenkf101","R","hundr101","pepij101","beckg101","santr102","kessd101","willb104","mondr001","cardj101","","","","3","F","F",8,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,3
"CHN197204150","PHI",1,1,0,0,0,"",0,0,"cardj101","R","cardj101","R","carls001","L","carls001","L","mccat101","johnd103","doyld102","moned101","bowal001","luzig001","montw101","andem101","","","","43","T","F",9,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"43","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,4
"CHN197204150","PHI",1,1,1,0,0,"",0,0,"beckg101","R","beckg101","R","carls001","L","carls001","L","mccat101","johnd103","doyld102","moned101","bowal001","luzig001","montw101","andem101","","","","8","F","F",4,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,5
"CHN197204150","PHI",1,1,2,0,0,"",0,0,"willb104","L","willb104","L","carls001","L","carls001","L","mccat101","johnd103","doyld102","moned101","bowal001","luzig001","montw101","andem101","","","","13","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,6
"CHN197204150","PHI",2,0,0,0,0,"",0,0,"johnd103","R","johnd103","R","jenkf101","R","jenkf101","R","hundr101","pepij101","beckg101","santr102","kessd101","willb104","mondr001","cardj101","","","","6","T","F",3,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"6","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,7
"CHN197204150","PHI",2,0,1,0,0,"",0,0,"luzig001","R","luzig001","R","jenkf101","R","jenkf101","R","hundr101","pepij101","beckg101","santr102","kessd101","willb104","mondr001","cardj101","","","","63","F","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,8
"CHN197204150","PHI",2,0,2,0,0,"",0,0,"moned101","R","moned101","R","jenkf101","R","jenkf101","R","hundr101","pepij101","beckg101","santr102","kessd101","willb104","mondr001","cardj101","","","","S8","F","F",5,6,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,9
"CHN197204150","PHI",2,0,2,0,0,"",0,0,"andem101","R","andem101","R","jenkf101","R","jenkf101","R","hundr101","pepij101","beckg101","santr102","kessd101","willb104","mondr001","cardj101","moned101","","","S.1-2","F","F",9,7,20,"T","T",1,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,0,"","","","","F","F","F","F","F","F","F","F","F","jenkf101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"CHN197204150","PHI",2,0,2,0,0,"",0,0,"doyld102","L","doyld102","L","jenkf101","R","jenkf101","R","hundr101","pepij101","beckg101","santr102","kessd101","willb104","mondr001","cardj101","andem101","moned101","","W.2-3;1-2","F","F",4,8,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,3,0,"","","","","F","F","F","F","F","F","F","F","F","jenkf101","jenkf101","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,11
"CHN197204150","PHI",2,0,2,0,0,"",0,0,"carls001","L","carls001","L","jenkf101","R","jenkf101","R","hundr101","pepij101","beckg101","santr102","kessd101","willb104","mondr001","cardj101","doyld102","andem101","moned101","8","F","F",1,9,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,3,"8","","","","F","F","F","F","F","F","F","F","F","jenkf101","jenkf101","jenkf101","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,12
"CHN197204150","PHI",2,1,0,0,0,"",0,0,"santr102","R","santr102","R","carls001","L","carls001","L","mccat101","johnd103","doyld102","moned101","bowal001","luzig001","montw101","andem101","","","","K/C","T","F",5,4,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,13
"CHN197204150","PHI",2,1,1,0,0,"",0,0,"pepij101","L","pepij101","L","carls001","L","carls001","L","mccat101","johnd103","doyld102","moned101","bowal001","luzig001","montw101","andem101","","","","K","F","F",3,5,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,14
"CHN197204150","PHI",2,1,2,0,0,"",0,0,"hundr101","R","hundr101","R","carls001","L","carls001","L","mccat101","johnd103","doyld102","moned101","bowal001","luzig001","montw101","andem101","","","","5","F","F",2,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"5","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,15
