"MIL200004100","FLO",1,0,0,1,2,"CBCX",0,0,"castl001","L","castl001","L","haynj001","R","haynj001","R","blanh001","barkk001","bellr002","hernj001","lorem001","jenkg001","grism001","burnj001","","","","53/G","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,1
"MIL200004100","FLO",1,0,1,0,0,"X",0,0,"kotsm001","L","kotsm001","L","haynj001","R","haynj001","R","blanh001","barkk001","bellr002","hernj001","lorem001","jenkg001","grism001","burnj001","","","","13/G","F","F",9,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"13","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,0,0,0,0,2
"MIL200004100","FLO",1,0,2,3,2,"BCBBFB",0,0,"browb003","L","browb003","L","haynj001","R","haynj001","R","blanh001","barkk001","bellr002","hernj001","lorem001","jenkg001","grism001","burnj001","","","","W","F","F",7,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"MIL200004100","FLO",1,0,2,1,2,"BCCX",0,0,"wilsp002","R","wilsp002","R","haynj001","R","haynj001","R","blanh001","barkk001","bellr002","hernj001","lorem001","jenkg001","grism001","burnj001","browb003","","","64(1)/FO","F","F",8,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","64","","","F","F","F","F","F","F","F","F","F","haynj001","","","F","F","F","F","F","","","","",0,4,0,0,6,0,0,0,0,4
"MIL200004100","FLO",1,1,0,0,0,"X",0,0,"grism001","R","grism001","R","nunev001","R","nunev001","R","redmm001","millk005","castl001","lowem001","gonza002","browb003","wilsp002","kotsm001","","","","6/F6","T","F",8,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"F","F","F","6",0,0,"N",0,"N",0,"N",0,0,0,0,"6","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,5
"MIL200004100","FLO",1,1,1,3,1,"BBBCX",0,0,"lorem001","R","lorem001","R","nunev001","R","nunev001","R","redmm001","millk005","castl001","lowem001","gonza002","browb003","wilsp002","kotsm001","","","","3/L3","F","F",6,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"L","F","F","3",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,6
"MIL200004100","FLO",1,1,2,0,0,"X",0,0,"burnj001","L","burnj001","L","nunev001","R","nunev001","R","redmm001","millk005","castl001","lowem001","gonza002","browb003","wilsp002","kotsm001","","","","31/G","F","F",9,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"31","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,1,0,0,3,0,0,0,0,7
"MIL200004100","FLO",2,0,0,2,2,"FBBFX",0,0,"lowem001","R","lowem001","R","haynj001","R","haynj001","R","blanh001","barkk001","bellr002","hernj001","lorem001","jenkg001","grism001","burnj001","","","","S9","T","F",5,5,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"MIL200004100","FLO",2,0,0,1,0,"BX",0,0,"millk005","R","millk005","R","haynj001","R","haynj001","R","blanh001","barkk001","bellr002","hernj001","lorem001","jenkg001","grism001","burnj001","lowem001","","","9/F9","F","F",3,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","9",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","haynj001","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,9
"MIL200004100","FLO",2,0,1,2,1,"BCBX",0,0,"gonza002","R","gonza002","R","haynj001","R","haynj001","R","blanh001","barkk001","bellr002","hernj001","lorem001","jenkg001","grism001","burnj001","lowem001","","","9/F9D","F","F",6,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","9D",0,0,"N",0,"N",0,"N",0,1,0,0,"9","","","","F","F","F","F","F","F","F","F","F","haynj001","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,10
