"NYA196104110","MIN",1,0,0,0,0,"",0,0,"versz101","R","versz101","R","fordw101","L","fordw101","L","berry101","skowb101","richb102","boyec102","kubet101","lopeh101","mantm101","marir101","","","","63","T","F",6,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,1
"NYA196104110","MIN",1,0,1,0,0,"",0,0,"greel101","L","greel101","L","fordw101","L","fordw101","L","berry101","skowb101","richb102","boyec102","kubet101","lopeh101","mantm101","marir101","","","","163","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"163","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,1,6,0,0,0,2
"NYA196104110","MIN",1,0,2,3,2,"",0,0,"killh102","R","killh102","R","fordw101","L","fordw101","L","berry101","skowb101","richb102","boyec102","kubet101","lopeh101","mantm101","marir101","","","","W","F","F",3,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"NYA196104110","MIN",1,0,2,0,0,"",0,0,"lemoj101","R","lemoj101","R","fordw101","L","fordw101","L","berry101","skowb101","richb102","boyec102","kubet101","lopeh101","mantm101","marir101","killh102","","","43","F","F",7,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"43","","","","F","F","F","F","F","F","F","F","F","fordw101","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,4
"NYA196104110","MIN",1,1,0,0,0,"",0,0,"richb102","R","richb102","R","ramop101","R","ramop101","R","batte101","killh102","gardb101","bertr101","versz101","lemoj101","greel101","allib103","","","","53","T","F",4,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"53","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,5
"NYA196104110","MIN",1,1,1,0,0,"",0,0,"lopeh101","R","lopeh101","R","ramop101","R","ramop101","R","batte101","killh102","gardb101","bertr101","versz101","lemoj101","greel101","allib103","","","","9","F","F",7,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",9,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"9","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,9,0,0,0,0,0,0,0,6
"NYA196104110","MIN",1,1,2,0,0,"",0,0,"berry101","L","berry101","L","ramop101","R","ramop101","R","batte101","killh102","gardb101","bertr101","versz101","lemoj101","greel101","allib103","","","","S9/9","F","F",2,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","9",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,7
"NYA196104110","MIN",1,1,2,0,0,"",0,0,"mantm101","L","mantm101","L","ramop101","R","ramop101","R","batte101","killh102","gardb101","bertr101","versz101","lemoj101","greel101","allib103","berry101","","","43","F","F",8,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"43","","","","F","F","F","F","F","F","F","F","F","ramop101","","","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,8
"NYA196104110","MIN",2,0,0,0,0,"",0,0,"allib103","R","allib103","R","fordw101","L","fordw101","L","berry101","skowb101","richb102","boyec102","kubet101","lopeh101","mantm101","marir101","","","","4/L","T","F",9,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"4","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,9
"NYA196104110","MIN",2,0,1,0,0,"",0,0,"batte101","R","batte101","R","fordw101","L","fordw101","L","berry101","skowb101","richb102","boyec102","kubet101","lopeh101","mantm101","marir101","","","","K","F","F",2,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,10
