"MIL200704020","LAN",1,0,0,2,2,"BFC*BS",0,0,"pierj002","L","pierj002","L","sheeb001","R","sheeb001","R","estrj001","fielp001","weekr001","counc001","hardj003","jenkg001","hallb001","hartc001","","","","K","T","F",8,1,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,1
"MIL200704020","LAN",1,0,1,0,1,"CX",0,0,"martr004","R","martr004","R","sheeb001","R","sheeb001","R","estrj001","fielp001","weekr001","counc001","hardj003","jenkg001","hallb001","hartc001","","","","3/P3F","F","F",2,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"P","F","T","3F",0,0,"N",0,"N",0,"N",0,0,0,0,"3","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,3,0,0,0,0,0,0,0,2
"MIL200704020","LAN",1,0,2,3,2,"FF*BF*BFFBX",0,0,"garcn001","R","garcn001","R","sheeb001","R","sheeb001","R","estrj001","fielp001","weekr001","counc001","hardj003","jenkg001","hallb001","hartc001","","","","4/P","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"4","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,3
"MIL200704020","LAN",1,1,0,0,1,"CX",0,0,"weekr001","R","weekr001","R","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","","","","S1/G","T","F",4,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"MIL200704020","LAN",1,1,0,1,0,"1BX",0,0,"hardj003","R","hardj003","R","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","weekr001","","","S8/F-.1-3;B-2(TH)","F","F",6,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",2,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","lowed001","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"MIL200704020","LAN",1,1,0,0,2,"SSFS",0,0,"fielp001","L","fielp001","L","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","","hardj003","weekr001","K","F","F",3,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,3,"2","","","","F","F","F","F","F","F","F","F","F","","lowed001","lowed001","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,6
"MIL200704020","LAN",1,1,1,0,1,"CX",0,0,"hallb001","R","hallb001","R","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","","hardj003","weekr001","43/G.3-H;2-3","F","F",8,4,2,"T","T",0,"F","F",1,"F","F",1,"F","F",4,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,4,"43","","","","F","F","F","F","F","F","F","F","F","","lowed001","lowed001","F","F","F","F","F","","","","",0,3,0,0,4,0,0,0,0,7
"MIL200704020","LAN",1,1,2,3,1,"BFB*BB",0,1,"estrj001","L","estrj001","L","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","","","hardj003","W","F","F",2,5,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,3,"","","","","F","F","F","F","F","F","F","F","F","","","lowed001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"MIL200704020","LAN",1,1,2,2,2,"BSBFFS",0,1,"jenkg001","L","jenkg001","L","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","estrj001","","hardj003","K","F","F",7,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,1,0,3,"2","","","","F","F","F","F","F","F","F","F","F","lowed001","","lowed001","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,9
"MIL200704020","LAN",2,0,0,3,1,"BBFBX",0,1,"kentj001","R","kentj001","R","sheeb001","R","sheeb001","R","estrj001","fielp001","weekr001","counc001","hardj003","jenkg001","hallb001","hartc001","","","","HR/8/F","T","F",4,4,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"F","F","F","8",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
"MIL200704020","LAN",2,0,0,0,0,"X",1,1,"gonzl001","L","gonzl001","L","sheeb001","R","sheeb001","R","estrj001","fielp001","weekr001","counc001","hardj003","jenkg001","hallb001","hartc001","","","","7/F","F","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,11
"MIL200704020","LAN",2,0,1,3,2,"FFB*B*BC",1,1,"betew001","L","betew001","L","sheeb001","R","sheeb001","R","estrj001","fielp001","weekr001","counc001","hardj003","jenkg001","hallb001","hartc001","","","","K","F","F",5,6,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"2","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,12
"MIL200704020","LAN",2,0,2,1,2,"CC*BX",1,1,"ethia001","L","ethia001","L","sheeb001","R","sheeb001","R","estrj001","fielp001","weekr001","counc001","hardj003","jenkg001","hallb001","hartc001","","","","31!/G","F","F",9,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"31","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,1,0,0,3,0,0,0,0,13
"MIL200704020","LAN",2,1,0,1,0,"BX",1,1,"hartc001","R","hartc001","R","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","","","","D8/L","T","F",9,7,21,"T","T",2,"F","F",0,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,14
"MIL200704020","LAN",2,1,0,1,0,"BX",1,1,"counc001","L","counc001","L","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","","hartc001","","8/L","F","F",5,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"8","","","","F","F","F","F","F","F","F","F","F","","lowed001","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,15
"MIL200704020","LAN",2,1,1,0,2,"CSFS",1,1,"sheeb001","R","sheeb001","R","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","","hartc001","","K","F","F",1,9,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","lowed001","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,16
"MIL200704020","LAN",2,1,2,3,1,"CBBB>B",1,1,"weekr001","R","weekr001","R","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","","hartc001","","W+SB3","F","F",4,1,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,3,0,"","","","","F","T","F","F","F","F","F","F","F","","lowed001","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,17
"MIL200704020","LAN",2,1,2,1,2,"CCB1>X",1,1,"hardj003","R","hardj003","R","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","weekr001","","hartc001","S8/G.3-H;1-3","F","F",6,2,20,"T","T",1,"F","F",0,"F","F",1,"F","F",8,"G","F","F","",0,0,"N",0,"N",0,"N",1,3,0,4,"","","","","F","F","F","F","F","F","F","F","F","lowed001","","lowed001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,18
"MIL200704020","LAN",2,1,2,3,2,"BBCSB>F>B",1,2,"fielp001","L","fielp001","L","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","hardj003","","weekr001","W.1-2","F","F",3,3,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,2,0,3,"","","","","F","F","F","F","F","F","F","F","F","lowed001","","lowed001","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,19
"MIL200704020","LAN",2,1,2,0,1,"CX",1,2,"hallb001","R","hallb001","R","lowed001","R","lowed001","R","martr004","garcn001","kentj001","betew001","martr003","gonzl001","pierj002","ethia001","fielp001","hardj003","weekr001","8/F","F","F",8,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,2,3,"8","","","","F","F","F","F","F","F","F","F","F","lowed001","lowed001","lowed001","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,20
"MIL200704020","LAN",3,0,0,1,2,"BFCX",1,2,"martr003","R","martr003","R","sheeb001","R","sheeb001","R","estrj001","fielp001","weekr001","counc001","hardj003","jenkg001","hallb001","hartc001","","","","8!/L","T","F",6,8,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"8","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,21
