"MLN196104110","SLN",1,0,0,0,0,"",0,0,"javij101","R","javij101","R","spahw101","L","spahw101","L","crand102","adcoj101","bollf101","mathe101","mcmir101","mayel101","demej101","aaroh101","","","","S5/BG","T","F",4,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",5,"G","T","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"MLN196104110","SLN",1,0,0,0,0,"",0,0,"landd101","L","landd101","L","spahw101","L","spahw101","L","crand102","adcoj101","bollf101","mathe101","mcmir101","mayel101","demej101","aaroh101","javij101","","","16(1)/FO","F","F",8,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",1,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","16","","","F","F","F","F","F","F","F","F","F","spahw101","","","F","F","F","F","F","","","","",0,6,0,0,1,0,0,0,0,2
"MLN196104110","SLN",1,0,1,0,0,"",0,0,"whitb105","L","whitb105","L","spahw101","L","spahw101","L","crand102","adcoj101","bollf101","mathe101","mcmir101","mayel101","demej101","aaroh101","landd101","","","8/8XD","F","F",3,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",8,"F","F","F","8XD",0,0,"N",0,"N",0,"N",0,1,0,0,"8","","","","F","F","F","F","F","F","F","F","F","spahw101","","","F","F","F","F","F","","","","",0,8,0,0,0,0,0,0,0,3
"MLN196104110","SLN",1,0,2,0,0,"",0,0,"boyek101","R","boyek101","R","spahw101","L","spahw101","L","crand102","adcoj101","bollf101","mathe101","mcmir101","mayel101","demej101","aaroh101","landd101","","","64(1)/FO","F","F",5,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","64","","","F","F","F","F","F","F","F","F","F","spahw101","","","F","F","F","F","F","","","","",0,4,0,0,6,0,0,0,0,4
"MLN196104110","SLN",1,1,0,0,0,"",0,0,"mayel101","L","mayel101","L","broge101","R","broge101","R","smith108","whitb105","javij101","boyek101","spend101","musis101","landd101","cunnj101","","","","S3/34.B-2(E3/TH)","T","F",7,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",3,"","F","F","34",1,3,"T",0,"N",0,"N",2,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,5
"MLN196104110","SLN",1,1,0,0,0,"",0,0,"crand102","R","crand102","R","broge101","R","broge101","R","smith108","whitb105","javij101","boyek101","spend101","musis101","landd101","cunnj101","","mayel101","","53.2-3","F","F",2,2,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,0,"53","","","","F","F","F","F","F","F","F","F","F","","broge101","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,6
"MLN196104110","SLN",1,1,1,0,0,"",0,0,"mathe101","L","mathe101","L","broge101","R","broge101","R","smith108","whitb105","javij101","boyek101","spend101","musis101","landd101","cunnj101","","","mayel101","6/P","F","F",5,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"P","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"6","","","","F","F","F","F","F","F","F","F","F","","","broge101","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,7
"MLN196104110","SLN",1,1,2,0,0,"",0,0,"aaroh101","R","aaroh101","R","broge101","R","broge101","R","smith108","whitb105","javij101","boyek101","spend101","musis101","landd101","cunnj101","","","mayel101","53","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"53","","","","F","F","F","F","F","F","F","F","F","","","broge101","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,8
"MLN196104110","SLN",2,0,0,0,0,"",0,0,"musis101","L","musis101","L","spahw101","L","spahw101","L","crand102","adcoj101","bollf101","mathe101","mcmir101","mayel101","demej101","aaroh101","","","","7","T","F",7,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"7","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,9
"MLN196104110","SLN",2,0,1,0,0,"",0,0,"spend101","R","spend101","R","spahw101","L","spahw101","L","crand102","adcoj101","bollf101","mathe101","mcmir101","mayel101","demej101","aaroh101","","","","W","F","F",6,6,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
