"BAL195504120","BOS",1,0,0,0,0,"",0,0,"goodb101","L","goodb101","L","colej101","R","colej101","R","mossl101","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","","","","S","T","F",4,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,1
"BAL195504120","BOS",1,0,0,0,0,"",0,0,"joose101","R","joose101","R","colej101","R","colej101","R","mossl101","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","goodb101","","","S7.1-3","F","F",6,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","colej101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"BAL195504120","BOS",1,0,0,0,0,"",0,0,"throf101","L","throf101","L","colej101","R","colej101","R","mossl101","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","joose101","","goodb101","64(1)/FO.3-H","F","F",7,3,2,"T","T",0,"F","F",1,"F","F",1,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,4,"","64","","","F","F","F","F","F","F","F","F","F","colej101","","colej101","F","F","F","F","F","","","","",0,4,0,0,6,0,0,0,0,3
"BAL195504120","BOS",1,0,1,0,0,"",1,0,"jensj101","R","jensj101","R","colej101","R","colej101","R","mossl101","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","throf101","","","36(1)/FO","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",3,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","36","","","F","F","F","F","F","F","F","F","F","colej101","","","F","F","F","F","F","","","","",0,6,0,0,3,0,0,0,0,4
"BAL195504120","BOS",1,0,2,0,0,"",1,0,"whits103","R","whits103","R","colej101","R","colej101","R","mossl101","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","jensj101","","","4/L","F","F",2,5,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"L","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"4","","","","F","F","F","F","F","F","F","F","F","colej101","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,5
"BAL195504120","BOS",1,1,0,0,0,"",1,0,"cox-b101","R","cox-b101","R","sullf101","R","sullf101","R","whits103","zaucn101","goodb101","lepct101","joose101","throf101","pierj102","jensj101","","","","S7","T","F",5,1,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,6
"BAL195504120","BOS",1,1,0,0,0,"",1,0,"leppd102","L","leppd102","L","sullf101","R","sullf101","R","whits103","zaucn101","goodb101","lepct101","joose101","throf101","pierj102","jensj101","cox-b101","","","53/SH.1-2","F","F",4,2,2,"T","F",0,"T","F",1,"F","F",0,"F","F",5,"G","T","F","",0,0,"N",0,"N",0,"N",0,2,0,0,"53","","","","F","F","F","F","F","F","F","F","F","sullf101","","","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,7
"BAL195504120","BOS",1,1,1,0,0,"",1,0,"coang101","L","coang101","L","sullf101","R","sullf101","R","whits103","zaucn101","goodb101","lepct101","joose101","throf101","pierj102","jensj101","","cox-b101","","K/BF","F","F",7,3,3,"T","T",0,"F","F",1,"F","F",0,"F","F",0,"","T","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"2","","","","F","F","F","F","F","F","F","F","F","","sullf101","","F","F","F","F","F","","","","",0,2,0,0,0,0,0,0,0,8
"BAL195504120","BOS",1,1,2,0,0,"",1,0,"woodg101","L","woodg101","L","sullf101","R","sullf101","R","whits103","zaucn101","goodb101","lepct101","joose101","throf101","pierj102","jensj101","","cox-b101","","7","F","F",9,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",7,"F","F","F","",0,0,"N",0,"N",0,"N",0,0,2,0,"7","","","","F","F","F","F","F","F","F","F","F","","sullf101","","F","F","F","F","F","","","","",0,7,0,0,0,0,0,0,0,9
"BAL195504120","BOS",2,0,0,0,0,"",1,0,"zaucn101","R","zaucn101","R","colej101","R","colej101","R","mossl101","waite101","leppd102","cox-b101","miraw101","coang101","abrac101","woodg101","","","","E3","T","F",3,6,18,"T","T",0,"F","F",0,"F","F",0,"F","F",3,"G","F","F","",1,3,"F",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,10
