"BRO195104170","PHI",1,0,0,1,1,"BCX",0,0,"waite101","L","waite101","L","erskc101","R","erskc101","R","campr102","hodgg101","robij103","bridr101","reesp101","thomd102","snidd101","furic101","","","","63","T","F",3,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"63","","","","F","F","F","F","F","F","F","F","F","","","","T","F","F","F","F","","","","",0,3,0,0,6,0,0,0,0,1
"BRO195104170","PHI",1,0,1,3,2,"BFCBBB",0,0,"ashbr101","L","ashbr101","L","erskc101","R","erskc101","R","campr102","hodgg101","robij103","bridr101","reesp101","thomd102","snidd101","furic101","","","","W","F","F",8,2,14,"T","F",0,"F","F",0,"F","F",0,"F","F",0,"","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,2
"BRO195104170","PHI",1,0,1,1,0,"BX",0,0,"sisld101","L","sisld101","L","erskc101","R","erskc101","R","campr102","hodgg101","robij103","bridr101","reesp101","thomd102","snidd101","furic101","ashbr101","","","S9.1-3","F","F",7,3,20,"T","T",1,"F","F",0,"F","F",0,"F","F",9,"","F","F","",0,0,"N",0,"N",0,"N",1,3,0,0,"","","","","F","F","F","F","F","F","F","F","F","erskc101","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,3
"BRO195104170","PHI",1,0,1,1,1,".BFX",0,0,"ennid101","R","ennid101","R","erskc101","R","erskc101","R","campr102","hodgg101","robij103","bridr101","reesp101","thomd102","snidd101","furic101","sisld101","","ashbr101","S8/L.3-H;1-3(E8);B-2","F","F",9,4,20,"T","T",1,"F","F",0,"F","F",1,"F","F",8,"L","F","F","",1,8,"F",0,"N",0,"N",2,3,0,4,"","","","","F","F","F","F","F","F","F","F","F","erskc101","","erskc101","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,4
"BRO195104170","PHI",1,0,1,2,2,"CFBBX",1,0,"jonew101","R","jonew101","R","erskc101","R","erskc101","R","campr102","hodgg101","robij103","bridr101","reesp101","thomd102","snidd101","furic101","","ennid101","sisld101","53.3-H(UR);2-3","F","F",5,5,2,"T","T",0,"F","F",1,"F","F",1,"F","F",5,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,3,5,"53","","","","F","F","F","F","F","F","F","F","F","","erskc101","erskc101","F","F","F","F","F","","","","",0,3,0,0,5,0,0,0,0,5
"BRO195104170","PHI",1,0,2,1,0,"BX",2,0,"hamng102","R","hamng102","R","erskc101","R","erskc101","R","campr102","hodgg101","robij103","bridr101","reesp101","thomd102","snidd101","furic101","","","ennid101","23","F","F",6,6,2,"T","T",0,"F","F",1,"F","F",0,"F","F",2,"G","F","F","",0,0,"N",0,"N",0,"N",0,0,0,3,"23","","","","F","F","F","F","F","F","F","F","F","","","erskc101","F","F","F","F","F","","","","",0,3,0,0,2,0,0,0,0,6
"BRO195104170","PHI",1,1,0,3,2,"BBCBCX",2,0,"thomd102","L","thomd102","L","rober102","R","rober102","R","semia101","waite101","golim101","jonew101","hamng102","sisld101","ashbr101","ennid101","","","","6/L","T","F",7,1,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"6","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,6,0,0,0,0,0,0,0,7
"BRO195104170","PHI",1,1,1,1,0,"BX",2,0,"furic101","R","furic101","R","rober102","R","rober102","R","semia101","waite101","golim101","jonew101","hamng102","sisld101","ashbr101","ennid101","","","","S7/L","F","F",9,2,20,"T","T",1,"F","F",0,"F","F",0,"F","F",7,"L","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,8
"BRO195104170","PHI",1,1,1,2,2,"BCBFX",2,0,"snidd101","L","snidd101","L","rober102","R","rober102","R","semia101","waite101","golim101","jonew101","hamng102","sisld101","ashbr101","ennid101","furic101","","","5","F","F",8,3,2,"T","T",0,"F","F",1,"F","F",0,"F","F",5,"F","F","F","",0,0,"N",0,"N",0,"N",0,1,0,0,"5","","","","F","F","F","F","F","F","F","F","F","rober102","","","F","F","F","F","F","","","","",0,5,0,0,0,0,0,0,0,9
"BRO195104170","PHI",1,1,2,2,1,"CBBX",2,0,"robij103","R","robij103","R","rober102","R","rober102","R","semia101","waite101","golim101","jonew101","hamng102","sisld101","ashbr101","ennid101","furic101","","","64(1)/FO","F","F",4,4,2,"T","T",0,"F","F",1,"F","F",0,"F","F",6,"G","F","F","",0,0,"N",0,"N",0,"N",1,0,0,0,"","64","","","F","F","F","F","F","F","F","F","F","rober102","","","F","F","F","F","F","","","","",0,4,0,0,6,0,0,0,0,10
"BRO195104170","PHI",2,0,0,1,1,"BCX",2,0,"semia101","R","semia101","R","erskc101","R","erskc101","R","campr102","hodgg101","robij103","bridr101","reesp101","thomd102","snidd101","furic101","","","","4/L","T","F",2,7,2,"T","T",0,"F","F",1,"F","F",0,"F","F",4,"L","F","F","",0,0,"N",0,"N",0,"N",0,0,0,0,"4","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,4,0,0,0,0,0,0,0,11
"BRO195104170","PHI",2,0,1,0,1,"FX",2,0,"golim101","R","golim101","R","erskc101","R","erskc101","R","campr102","hodgg101","robij103","bridr101","reesp101","thomd102","snidd101","furic101","","","","HR/7","F","F",4,8,23,"T","T",4,"F","F",0,"F","F",1,"F","F",0,"","F","F","7",0,0,"N",0,"N",0,"N",4,0,0,0,"","","","","F","F","F","F","F","F","F","F","F","","","","F","F","F","F","F","","","","",0,0,0,0,0,0,0,0,0,12
